,ID,Employment_Status,Employment_Status_Aggregated,Work_as_Contractor_12m,Work_as_Perm,Residence_Country,Residence_District,Residence_District_Aggregated,Work_Company_Country,Work_Company_Continent,Work_Company_PT_International,Work_Company_PT_District,Work_Company_PT_District_Aggregated,Remote_Working_Current,Remote_Working_Current_Flexible_Office_Days,Remote_Working_due_to_Covid,Job_Remote_or_Office,Remote_Work_Opinion,Job_Role_Original,Job_Role_Other,Job_Role,Employer_Industry,Employer_Industry_Other,Employer_Org_Type,Employer_Org_Type_Other,Employer_Size,Language_JavaScript,Language_Bash/Shell/PowerShell,Language_SQL,Language_Java,Language_C#,Language_Python,Language_PHP,Language_C++,Language_C,Language_TypeScript,Language_Ruby,Language_Swift,Language_Objective-C,Language_VB.NET,Language_Assembly,Language_R,Language_Perl,Language_VBA,Language_Matlab,Language_Go,Language_Scala,Language_Groovy,Language_Coffee Script,Language_Visual Basic 6,Language_Lua,Language_Haskell,Language_HTML/CSS,Language_Kotlin,Language_Rust,Language_Elixir,Language_Clojure,Language_WebAssembly,Language_Dart,Language_Languages_N/A,Language_Languages_Other,Framework_jQuery,Framework_.NET,Framework_Angular/Angular.js,Framework_Ruby on Rails,Framework_React,Framework_Django,Framework_Laravel,Framework_Spring,Framework_Vue.js,Framework_Express,Framework_Meteor,Framework_Flask,Framework_Ember.js,Framework_Drupal,Framework_OutSystems,Framework_Framework_N/A,Framework_Framework_Other,Contractor_Avg_Project,Contractor_Avg_Project_Intervals,Contractor_Avg_Hour_Rate,Contractor_Avg_Annual_Salary,Perm_Current_Company_how_long,Perm_GAS,Perm_GAS_Avg,Perm_GAS_Low_Limit,Perm_GAS_High_Limit,Avg_Salary,Salary_Change,Salary_Fairness,Changing_Jobs_next_6_months,Job_Motivator_Work_life_balance,Job_Motivator_Compensation_and_benefits,Job_Motivator_Training/Development_programs_at_work,Job_Motivator_Career_growth_opportunities,Job_Motivator_Remote_working,Job_Motivator_Flexible_schedule,Job_Motivator_Company_culture,Job_Motivator_The_technologies_I'm_working_with,Job_Motivator_Versatility/Variety_of_projects,Job_Motivator_Freedom_to_choose_the_clients_and/or_projects,Job_Motivator_Being_autonomous_at_work,Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is,Job_Motivator_Environmentally_friendly/responsible_work_practice,Job_Perk_Meals_allowance/Company_provided_meals_or_snacks,Job_Perk_Transportation_benefit,Job_Perk_Health_benefits,Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership),Job_Perk_Computer/_Office_equipment_allowance,Job_Perk_Professional_development_sponsorship,Job_Perk_Annual_bonus,Job_Perk_Long-term_leave,Job_Perk_Parental_leave,Job_Perk_Stock_options_or_shares,Job_Perk_Education_sponsorship,Job_Perk_Child_care,Citizenship,Birth_Year,Age,Gender,English_Level,Way_Into_Tech,Way_Into_Tech_Other,Education_Level,Working_Experience,Working_Experience_Aggregated
1872,1873,Working as a Contractor/Freelancer,Contractor,,1.0,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,3.0,Working remote because of Covid-19,Full Office Job,3.0,Project Manager,,Project Manager,Consulting,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4 to 6 months,12.5,20000.0,,,,,,20000,Hasn't changed,3,5.0,4,6,7,7,4,5,6,6,6,6,6,5,6,4,4,6,6,6,6,7,5,5,5,5,5,Portuguese,1974.0,47.0,Female,Limited working proficiency,University,,Masters degree,More than 9 years,6+ years
1873,1874,Employed full-time,Permanent Employee,1.0,,Portugal,Aveiro,Centre,Portugal,Europe,Portugal,Aveiro,Centre,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Full-Stack Developer,,Full-Stack Developer,Healthcare or social services,,SME - Small or Medium Enterprise (personnel <250),,Less than 10 employees,JavaScript,Bash/Shell/PowerShell,SQL,,C#,,PHP,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,.NET,,,,,,,Vue.js,,,,,,,,,,,,,More than 3 years,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,5,2.0,7,6,6,6,4,6,4,4,6,5,6,6,6,5,4,6,6,6,5,6,6,6,2,5,5,Portuguese,1990.0,31.0,I prefer not to say,Professional working proficiency,University,,Masters degree,Between 6 - 9 years,6+ years
1874,1875,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,1.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Full-Stack Developer,,Full-Stack Developer,Software as a service (saas) development,,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,,,SQL,Java,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,4,3.0,7,7,7,7,7,7,7,7,7,5,6,5,6,7,7,7,4,7,7,7,7,7,7,7,7,Portuguese,1994.0,27.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1875,1876,Employed full-time,Permanent Employee,0.0,,Portugal,Viana do Castelo,North,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,Consulting,,Corporate,,100 - 499 employees,JavaScript,,SQL,,C#,,,,,,,,,,,,,VBA,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,.NET,,,,,,,,,,,,,,,,,,,,Less than one year,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]0%, 5%]",6,3.0,6,5,5,6,6,6,6,6,5,4,6,5,6,6,4,4,4,5,5,6,5,6,5,5,5,Portuguese,1981.0,40.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
1876,1877,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Front-End Developer,,Front-End Developer,Cloud-based solutions or services,,"Scale-up (fast growing company aka ""unicorn"")",,100 - 499 employees,JavaScript,,,,C#,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,React,,,,,,,,,,,,,,,,,Between 1 - 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Hasn't changed,6,1.0,7,7,5,5,6,7,6,5,6,5,6,7,6,6,6,6,6,5,5,6,5,7,6,5,5,Portuguese,1989.0,32.0,Female,Native or bilingual proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1877,1878,Employed full-time,Permanent Employee,0.0,,Portugal,Faro,South,Portugal,Europe,Portugal,Coimbra,Centre,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Data and analytics,,Corporate,,1000 - 4.999 employees,,,SQL,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pyspark,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]5%,15%]",3,4.0,7,6,7,7,5,6,5,6,7,5,6,6,6,6,6,7,5,6,6,7,4,4,6,6,4,Portuguese,1997.0,24.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1878,1879,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Front-End Developer,,Front-End Developer,Consulting,,Consulting Business,,1000 - 4.999 employees,JavaScript,,SQL,,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,,,,,,,,,,,,,SAP fiori,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]5%,15%]",5,3.0,7,7,5,6,4,4,3,2,4,3,5,5,3,4,4,6,4,5,5,7,6,7,5,5,5,Portuguese,1995.0,26.0,Male,Full professional proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1879,1880,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,Consulting,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angular/Angular.js,,React,,,,,Express,,,,,,,,,,,,Between 1 - 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]0%, 5%]",3,4.0,7,7,5,7,7,1,5,6,3,3,6,6,7,3,6,5,3,6,5,5,6,6,1,5,6,Portuguese,1994.0,27.0,Male,Professional working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1880,1881,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Technical Team Leader,,Technical Team Leader,Consulting,,Consulting Business,,More than 5.000 employees,,,SQL,,C#,Python,,,,,,,,,,R,Perl,VBA,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,,,,Django,,,,,,,,,,,,,,,,More than 3 years,€55.000 - €60.000,57500.0,55000.0,60000.0,57500,"]5%,15%]",5,4.0,7,7,7,5,6,6,4,5,6,6,6,7,7,5,5,7,6,7,6,6,5,7,5,7,7,Portuguese,1976.0,45.0,Male,Native or bilingual proficiency,Self-taught,,Masters degree,More than 9 years,6+ years
1881,1882,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Technical Team Leader,,Technical Team Leader,Telecommunications,,Corporate,,1000 - 4.999 employees,,Bash/Shell/PowerShell,SQL,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€55.000 - €60.000,57500.0,55000.0,60000.0,57500,Increased more than 15%,5,3.0,7,7,7,7,6,6,6,5,7,7,6,6,6,4,5,7,7,7,6,6,6,6,6,6,6,Portuguese,1985.0,36.0,Male,Limited working proficiency,University,,Masters degree,More than 9 years,6+ years
1882,1883,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,UK,Europe,International,,,Flexible between remote and office,2.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),3.0,Full-Stack Developer,,Full-Stack Developer,Data and analytics,,Startup (new business venture),,20 - 99 employees,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Increased more than 15%,7,2.0,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,7,7,6,7,7,7,7,7,Portuguese,1992.0,29.0,Female,Professional working proficiency,Self-taught,,Masters degree,Between 3 - 6 years,3 - 6 years
1883,1884,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"No, full office job",,,Full Office Job,6.0,Back-End Developer,,Back-End Developer,Information technology,,Corporate,,100 - 499 employees,,,SQL,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laravel,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,1,3.0,6,4,4,5,6,5,6,4,6,5,5,3,6,5,5,6,1,7,5,4,6,7,3,5,6,Portuguese,1992.0,29.0,Male,Professional working proficiency,Self-taught,,Masters degree,Between 1 - 3 years,0 - 3 years
1884,1885,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Switzerland,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Full-Stack Developer,,Full-Stack Developer,Energy or utilities,,Consulting Business,,20 - 99 employees,,,,Java,,,,,,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angular/Angular.js,,,,,Spring,,,,,,,,,,,,,,Less than one year,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,6,1.0,7,5,5,6,7,6,5,6,5,6,6,6,6,5,4,6,4,6,5,5,6,5,5,5,5,Portuguese,1992.0,29.0,Female,Full professional proficiency,Code bootcamp,,Masters degree,Between 3 - 6 years,3 - 6 years
1885,1886,Employed full-time,Permanent Employee,0.0,,Portugal,Faro,South,Germany,Europe,International,,,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,Technical Team Leader,,Technical Team Leader,Retail or ecommerce,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,,,,Python,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,,,,,,Flask,,,,,,,,,,Between 1 - 3 years,€55.000 - €60.000,57500.0,55000.0,60000.0,57500,Hasn't changed,6,3.0,7,6,6,6,6,6,6,4,4,4,6,6,6,3,3,6,5,7,6,4,5,7,4,5,5,Portuguese,1986.0,35.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1886,1887,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,2.0,Working remote because of Covid-19,Full Office Job,5.0,Product Owner/Product Manager,,Product Owner/Product Manager,Telecommunications,,Corporate,,1000 - 4.999 employees,JavaScript,,SQL,Java,,,PHP,,,,,Swift,,,,,,,,,,Groovy,,,Lua,,HTML/CSS,Kotlin,,,,,,,,jQuery,,Angular/Angular.js,,React,Django,,Spring,,,,,Ember.js,Drupal,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]0%, 5%]",4,4.0,6,6,5,5,5,7,5,4,6,5,5,5,6,4,5,5,4,6,6,7,5,5,4,5,6,Portuguese,1977.0,44.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1887,1888,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"No, full office job",,,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,Software development - other,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,React,,,,,Express,,,,,,,,,,,,More than 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Increased more than 15%,5,3.0,7,7,7,7,7,7,7,7,5,5,6,5,6,4,4,6,4,7,7,6,5,7,4,4,4,Portuguese,1993.0,28.0,Male,Full professional proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1888,1889,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Technical Team Leader,,Technical Team Leader,Information technology,,Consulting Business,,More than 5.000 employees,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€50.000 - €55.000,52500.0,50000.0,55000.0,52500,Hasn't changed,3,1.0,6,7,7,7,5,4,6,7,4,6,6,7,6,4,4,7,6,6,6,7,5,7,6,6,6,Brazilian,1991.0,30.0,Male,Full professional proficiency,Self-taught,,Masters degree,More than 9 years,6+ years
1889,1890,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,Portugal,Europe,Portugal,Aveiro,Centre,Flexible between remote and office,2.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,SysAdmin Engineer,,SysAdmin Engineer,Manufacturing,,Corporate,,More than 5.000 employees,,,,,C#,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]5%,15%]",6,1.0,7,6,7,7,5,6,7,7,7,7,7,7,7,5,7,7,5,5,7,7,7,7,6,7,6,Portuguese,1994.0,27.0,Female,Native or bilingual proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1890,1891,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Solutions Architect,,Solutions Architect,Consulting,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,SQL,Java,,,PHP,,,,Ruby,,,VB.NET,,,,,,,,,,,Lua,,,,,,,,,,,jQuery,,Angular/Angular.js,Ruby on Rails,React,,Laravel,,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]0%, 5%]",4,3.0,5,4,5,5,4,5,4,5,4,4,4,4,5,4,4,4,4,4,5,7,5,4,5,5,4,Portuguese,1979.0,42.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
1891,1892,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,3.0,Working remote because of Covid-19,Full Office Job,4.0,Business Applications (BI/CRM/ERP),,Business Applications (BI/CRM/ERP),Cloud-based solutions or services,,SME - Small or Medium Enterprise (personnel <250),,10 - 19 employees,,,SQL,Java,C#,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]0%, 5%]",5,1.0,5,6,6,6,4,3,6,6,7,6,5,3,7,6,5,5,2,7,6,5,4,4,5,6,7,Portuguese,1977.0,44.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1892,1893,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,No specific country,,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Software as a service (saas) development,,"Scale-up (fast growing company aka ""unicorn"")",,1000 - 4.999 employees,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flask,,,,,,,,,,Less than one year,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,3,4.0,6,7,5,6,6,5,4,6,5,5,5,6,5,6,4,7,4,6,5,7,5,5,4,5,4,Portuguese,1997.0,24.0,Male,Full professional proficiency,University,,Masters degree,Less than 1 year,0 - 3 years
1893,1894,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Ireland,Europe,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,,Betting,Corporate,,More than 5.000 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,Angular/Angular.js,,React,,,,Vue.js,Express,,,,,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]5%,15%]",4,1.0,7,7,7,7,5,7,5,5,5,4,7,5,7,7,5,7,4,7,7,7,7,7,7,7,7,Portuguese,1995.0,26.0,Male,Professional working proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1894,1895,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,2.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Full-Stack Developer,,Full-Stack Developer,Information technology,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,Elixir,,,,,,jQuery,,,,React,,,,Vue.js,,,,,,,,,,,,,Less than one year,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,Hasn't changed,4,2.0,5,5,5,6,5,6,6,6,6,4,6,6,6,5,6,5,5,6,6,6,6,6,6,6,7,Portuguese,1991.0,30.0,Male,Full professional proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1895,1896,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,CTO,,CTO,Information technology,,,Micro Company,Less than 10 employees,JavaScript,Bash/Shell/PowerShell,SQL,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,,,,,,,,,,,,,Drupal,,,,,,,,More than 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Hasn't changed,6,2.0,7,5,5,4,5,6,6,5,6,4,6,5,5,2,2,3,1,6,4,4,5,5,3,4,5,Portuguese,1980.0,41.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1896,1897,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Coimbra,Centre,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Full-Stack Developer,,Full-Stack Developer,Software as a service (saas) development,,Corporate,,1000 - 4.999 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,,,,,,,,,,,,,,,,,Groovy,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]5%,15%]",6,2.0,6,3,5,5,6,7,6,3,5,3,5,2,6,3,3,5,3,7,5,6,5,7,2,4,7,Portuguese,1976.0,45.0,Male,Full professional proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1897,1898,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Back-End Developer,,Back-End Developer,Software as a service (saas) development,,Corporate,,500 - 999 employees,,,SQL,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]0%, 5%]",6,1.0,7,7,6,6,4,5,6,5,6,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,Portuguese,1993.0,28.0,Male,Limited working proficiency,University,,Masters degree,Less than 1 year,0 - 3 years
1898,1899,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Back-End Developer,,Back-End Developer,Information technology,,Startup (new business venture),,20 - 99 employees,JavaScript,Bash/Shell/PowerShell,,,,Python,,,,TypeScript,,,,,,,,,,,,,,,,,,,Rust,,,,,,,,,,,,,,,,,,,,,,,Appier + Yonius,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,2,3.0,6,6,2,6,2,5,5,7,6,3,3,3,3,5,3,6,3,6,5,5,5,7,4,7,3,Portuguese,1997.0,24.0,Male,Professional working proficiency,University,,Masters degree,Between 1 - 3 years,0 - 3 years
1899,1900,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Maintenance & Support,,Maintenance & Support,Financial and banking,,Corporate,,500 - 999 employees,,Bash/Shell/PowerShell,SQL,Java,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,1,4.0,6,6,5,7,6,7,6,6,6,6,7,7,6,5,6,6,5,7,7,6,5,4,4,6,4,Portuguese,1985.0,36.0,Male,Native or bilingual proficiency,University,,Masters degree,Between 3 - 6 years,3 - 6 years
1900,1901,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,2.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Back-End Developer,,Back-End Developer,Healthcare or social services,,Nearshore (outsource business processes to companies in a nearby country),,20 - 99 employees,,,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,Less than one year,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]0%, 5%]",4,2.0,6,6,5,5,4,4,5,6,5,5,6,4,5,5,5,4,1,5,5,4,4,5,5,5,3,Portuguese,1985.0,36.0,Male,Full professional proficiency,University,,Masters degree,More than 9 years,6+ years
1901,1902,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Madeira,Azores and Madeira,"No, full office job",,,Full Office Job,3.0,Product Owner/Product Manager,,Product Owner/Product Manager,"Media, advertising, publishing, or entertainment",,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,SQL,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]0%, 5%]",2,3.0,7,7,7,7,3,5,7,5,7,5,6,6,5,7,7,7,5,7,6,7,4,5,5,6,6,Portuguese,1984.0,37.0,Male,Native or bilingual proficiency,University,,Masters degree,More than 9 years,6+ years
1902,1903,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Project Manager,,Project Manager,Information technology,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,Python,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,Kotlin,,,,,,,,jQuery,,Angular/Angular.js,Ruby on Rails,React,,,Spring,,,,,,,,,,,,,,More than 3 years,€85.000 - €90.000,87500.0,85000.0,90000.0,87500,"[-5%, 0%[",5,2.0,5,7,5,6,5,6,6,4,4,5,6,7,6,3,5,6,5,6,6,6,5,4,6,5,6,Portuguese,1976.0,45.0,Male,Professional working proficiency,University,,Masters degree,More than 9 years,6+ years
